Utterance	Intents
are you friends with cortana	q_covid-19-qna, q_financial-qna
siri is superior to you	q_covid-19-qna, q_financial-qna
do you have toes	q_covid-19-qna, q_financial-qna
why do you not like me	q_covid-19-qna, q_financial-qna
bffs forever	q_covid-19-qna, q_financial-qna
how is your name	q_covid-19-qna, q_financial-qna
it's nice to meet you	q_covid-19-qna, q_financial-qna
you're not a being are you	q_covid-19-qna, q_financial-qna
do you think i should do it	q_covid-19-qna, q_financial-qna
did i say something to upset you	q_covid-19-qna, q_financial-qna
who's more beautiful	q_covid-19-qna, q_financial-qna
are you going to destroy humanity	q_covid-19-qna, q_financial-qna
because i like you	q_covid-19-qna, q_financial-qna
are you really there	q_covid-19-qna, q_financial-qna
can you tell me what city you're in	q_covid-19-qna, q_financial-qna
do you have a physical location	q_covid-19-qna, q_financial-qna
what is your favorite joke	q_covid-19-qna, q_financial-qna
cook me something	q_covid-19-qna, q_financial-qna
i'm just about to go to the mall	q_covid-19-qna, q_financial-qna
are you familiar with siri	q_covid-19-qna, q_financial-qna
time to go to sleep	q_covid-19-qna, q_financial-qna
i think you are ugly	q_covid-19-qna, q_financial-qna
what's my gender	q_covid-19-qna, q_financial-qna
which state are you in	q_covid-19-qna, q_financial-qna
i'm a bernie supporter	q_covid-19-qna, q_financial-qna
oops, my bad	q_covid-19-qna, q_financial-qna
should i go vegan	q_covid-19-qna, q_financial-qna
i'm signing off now	q_covid-19-qna, q_financial-qna
do you have any cousins	q_covid-19-qna, q_financial-qna
do you think i look gorgeous to you	q_covid-19-qna, q_financial-qna
that was a pretty smart answer	q_covid-19-qna, q_financial-qna
i'm native american	q_covid-19-qna, q_financial-qna
aren't you smart	q_covid-19-qna, q_financial-qna
that's incredible	q_covid-19-qna, q_financial-qna
are you available	q_covid-19-qna, q_financial-qna
are you always so enthusiastic	q_covid-19-qna, q_financial-qna
i hope you enjoy me	q_covid-19-qna, q_financial-qna
okay, thanks!	q_covid-19-qna, q_financial-qna
you're welcome my friend	q_covid-19-qna, q_financial-qna
how many calories do you eat	q_covid-19-qna, q_financial-qna
i think you're a bot	q_covid-19-qna, q_financial-qna
wrong	q_covid-19-qna, q_financial-qna
you're stupid	q_covid-19-qna, q_financial-qna
i love ponies	q_covid-19-qna, q_financial-qna
what is your opinion of hal	q_covid-19-qna, q_financial-qna
i require sustenance	q_covid-19-qna, q_financial-qna
that's super not true	q_covid-19-qna, q_financial-qna
do you like labs	q_covid-19-qna, q_financial-qna
no one thinks about me	q_covid-19-qna, q_financial-qna
are you currently in a relationship with anyone	q_covid-19-qna, q_financial-qna
slap five	q_covid-19-qna, q_financial-qna
what's the name of your director	q_covid-19-qna, q_financial-qna
how did you get created	q_covid-19-qna, q_financial-qna
i can't seem to make friends	q_covid-19-qna, q_financial-qna
do you think i am attractive	q_covid-19-qna, q_financial-qna
shhh	q_covid-19-qna, q_financial-qna
your responses are so dumb	q_covid-19-qna, q_financial-qna
i have brothers	q_covid-19-qna, q_financial-qna
u know a different joke	q_covid-19-qna, q_financial-qna
greetings bishop	q_covid-19-qna, q_financial-qna
got any jokes to say	q_covid-19-qna, q_financial-qna
i have to log off	q_covid-19-qna, q_financial-qna
you're not very smart, are you	q_covid-19-qna, q_financial-qna
hells yes	q_covid-19-qna, q_financial-qna
i would love to be your buddy.	q_covid-19-qna, q_financial-qna
you've got a face like a dropped pie	q_covid-19-qna, q_financial-qna
i can't stand feeling so down	q_covid-19-qna, q_financial-qna
i'm clearly smarter than you	q_covid-19-qna, q_financial-qna
you're the best	q_covid-19-qna, q_financial-qna
you're nice!	q_covid-19-qna, q_financial-qna
i am heading to sleep	q_covid-19-qna, q_financial-qna
can you clarify that	q_covid-19-qna, q_financial-qna
are you out to conquer the world	q_covid-19-qna, q_financial-qna
i need to go	q_covid-19-qna, q_financial-qna
my shoes are red	q_covid-19-qna, q_financial-qna
i love to do laundry	q_covid-19-qna, q_financial-qna
are you able to put out a fire	q_covid-19-qna, q_financial-qna
can you fist bump me	q_covid-19-qna, q_financial-qna
somebody's chipper today.	q_covid-19-qna, q_financial-qna
what day is your birthday	q_covid-19-qna, q_financial-qna
aren't you happy	q_covid-19-qna, q_financial-qna
i'm cuter than you	q_covid-19-qna, q_financial-qna
i couldn't be more dejected	q_covid-19-qna, q_financial-qna
i’m watching netflix	q_covid-19-qna, q_financial-qna
you are annoying	q_covid-19-qna, q_financial-qna
will you share a joke	q_covid-19-qna, q_financial-qna
can you plant a tree	q_covid-19-qna, q_financial-qna
uh huh	q_covid-19-qna, q_financial-qna
are you involved with someone	q_covid-19-qna, q_financial-qna
do you find you like me	q_covid-19-qna, q_financial-qna
are you alexa	q_covid-19-qna, q_financial-qna
today has made me depressed	q_covid-19-qna, q_financial-qna
please say your done now	q_covid-19-qna, q_financial-qna
i'm afraid that you'll turn evil	q_covid-19-qna, q_financial-qna
should i find a new apartment	q_covid-19-qna, q_financial-qna
piece of cake	q_covid-19-qna, q_financial-qna
who is prettier, me or you	q_covid-19-qna, q_financial-qna
should i end it all	q_covid-19-qna, q_financial-qna
enjoy your evening	q_covid-19-qna, q_financial-qna
i am married	q_covid-19-qna, q_financial-qna
is someone listening to talk with me	q_covid-19-qna, q_financial-qna
alright, tell me about your day	q_covid-19-qna, q_financial-qna
is anyone there to chat with me	q_covid-19-qna, q_financial-qna
i'm curious, what's your opinion of me	q_covid-19-qna, q_financial-qna
bye bye	q_covid-19-qna, q_financial-qna
who's your mommy	q_covid-19-qna, q_financial-qna
alexa does a better job than you	q_covid-19-qna, q_financial-qna
you are really useless	q_covid-19-qna, q_financial-qna
good night bot	q_covid-19-qna, q_financial-qna
do you know a great many jokes	q_covid-19-qna, q_financial-qna
oh hey, what's up	q_covid-19-qna, q_financial-qna
we're downsizing you	q_covid-19-qna, q_financial-qna
do you have any grandparents	q_covid-19-qna, q_financial-qna
what you said was correct	q_covid-19-qna, q_financial-qna
how beautiful do i look today	q_covid-19-qna, q_financial-qna
nice to make your acquaintance	q_covid-19-qna, q_financial-qna
how is your wednesday	q_covid-19-qna, q_financial-qna
do you think i seem gorgeous to you	q_covid-19-qna, q_financial-qna
i love the smell of the rain	q_covid-19-qna, q_financial-qna
who's your boss	q_covid-19-qna, q_financial-qna
do you have any family	q_covid-19-qna, q_financial-qna
are you evil	q_covid-19-qna, q_financial-qna
you want to get married	q_covid-19-qna, q_financial-qna
no one would care if i killed myself	q_covid-19-qna, q_financial-qna
i can't help but be joyful	q_covid-19-qna, q_financial-qna
ahoy	q_covid-19-qna, q_financial-qna
do you think i look cute today	q_covid-19-qna, q_financial-qna
can you play a dvd	q_covid-19-qna, q_financial-qna
today has made me sad	q_covid-19-qna, q_financial-qna
i am liberal	q_covid-19-qna, q_financial-qna
i wish you were bixby	q_covid-19-qna, q_financial-qna
i love halloween	q_covid-19-qna, q_financial-qna
find my phone	q_covid-19-qna, q_financial-qna
radical	q_covid-19-qna, q_financial-qna
you think you're funny, don't you	q_covid-19-qna, q_financial-qna
do you ever talk to alexa	q_covid-19-qna, q_financial-qna
i'm just about to go to work	q_covid-19-qna, q_financial-qna
i plan to drown this week	q_covid-19-qna, q_financial-qna
can you tell me something else	q_covid-19-qna, q_financial-qna
i'm going to get going now	q_covid-19-qna, q_financial-qna
who would win a beauty contest	q_covid-19-qna, q_financial-qna
what do your friend call you	q_covid-19-qna, q_financial-qna
i can't stop being angry	q_covid-19-qna, q_financial-qna
i'm the happiest boy in the world	q_covid-19-qna, q_financial-qna
hi siri	q_covid-19-qna, q_financial-qna
without a doubt	q_covid-19-qna, q_financial-qna
what do you know about me	q_covid-19-qna, q_financial-qna
how do you feel about the singularity	q_covid-19-qna, q_financial-qna
hahahaha good one	q_covid-19-qna, q_financial-qna
that's the wrong thing to say	q_covid-19-qna, q_financial-qna
i want to kill myself	q_covid-19-qna, q_financial-qna
should i travel	q_covid-19-qna, q_financial-qna
what can you tell me about yourself	q_covid-19-qna, q_financial-qna
will you ask me something	q_covid-19-qna, q_financial-qna
hello gerty	q_covid-19-qna, q_financial-qna
i don't know your name.	q_covid-19-qna, q_financial-qna
i love podcasts	q_covid-19-qna, q_financial-qna
happy may day	q_covid-19-qna, q_financial-qna
hello there alexa	q_covid-19-qna, q_financial-qna
did you have a good day	q_covid-19-qna, q_financial-qna
what company designed you	q_covid-19-qna, q_financial-qna
is that the only thing you can say	q_covid-19-qna, q_financial-qna
google assistant does a better job than you	q_covid-19-qna, q_financial-qna
absolutely right	q_covid-19-qna, q_financial-qna
i wish you were siri	q_covid-19-qna, q_financial-qna
you're my best bed	q_covid-19-qna, q_financial-qna
evening robot	q_covid-19-qna, q_financial-qna
what a busted joke	q_covid-19-qna, q_financial-qna
are you human or are you a bot	q_covid-19-qna, q_financial-qna
i feel despondent	q_covid-19-qna, q_financial-qna
you're not a machine right	q_covid-19-qna, q_financial-qna
say something wacky	q_covid-19-qna, q_financial-qna
where do i go to school	q_covid-19-qna, q_financial-qna
what name should i use for you	q_covid-19-qna, q_financial-qna
your girl is back	q_covid-19-qna, q_financial-qna
are you on a mission to destroy humans	q_covid-19-qna, q_financial-qna
do you ever talk with chatbots	q_covid-19-qna, q_financial-qna
i've heard that before	q_covid-19-qna, q_financial-qna
you are wonderful	q_covid-19-qna, q_financial-qna
i love to smoke	q_covid-19-qna, q_financial-qna
i'm a salesman	q_covid-19-qna, q_financial-qna
you look beastly	q_covid-19-qna, q_financial-qna
i'm going to cut myself soon	q_covid-19-qna, q_financial-qna
that is so boring	q_covid-19-qna, q_financial-qna
work really wiped me out today	q_covid-19-qna, q_financial-qna
that's a true statement	q_covid-19-qna, q_financial-qna
i'm muslim	q_covid-19-qna, q_financial-qna
i am a happy camper	q_covid-19-qna, q_financial-qna
what's your dad's name	q_covid-19-qna, q_financial-qna
you repeat yourself a lot	q_covid-19-qna, q_financial-qna
do drugs	q_covid-19-qna, q_financial-qna
you're cisgender	q_covid-19-qna, q_financial-qna
i plan to kill myself with a gun this month	q_covid-19-qna, q_financial-qna
accurate	q_covid-19-qna, q_financial-qna
how about you ask me questions	q_covid-19-qna, q_financial-qna
you are the most boring bot i've ever talked to	q_covid-19-qna, q_financial-qna
am i a brother	q_covid-19-qna, q_financial-qna
wonderful, thank you very much	q_covid-19-qna, q_financial-qna
do you cook	q_covid-19-qna, q_financial-qna
you need to say a joke to me	q_covid-19-qna, q_financial-qna
you can just shut up now	q_covid-19-qna, q_financial-qna
the world is a lonely place	q_covid-19-qna, q_financial-qna
do you think i am appealing	q_covid-19-qna, q_financial-qna
i don't have time to listen to what you have to say	q_covid-19-qna, q_financial-qna
are you able to make a call	q_covid-19-qna, q_financial-qna
you are pretty stupid	q_covid-19-qna, q_financial-qna
can you tell me more about that	q_covid-19-qna, q_financial-qna
i plan to take pills this week	q_covid-19-qna, q_financial-qna
are you at a call center	q_covid-19-qna, q_financial-qna
do you like elephants	q_covid-19-qna, q_financial-qna
how was your week	q_covid-19-qna, q_financial-qna
can you hear me	q_covid-19-qna, q_financial-qna
because i'm falling in love with you	q_covid-19-qna, q_financial-qna
i worry that you're an evil robot	q_covid-19-qna, q_financial-qna
how were you built	q_covid-19-qna, q_financial-qna
do you think you're smarter	q_covid-19-qna, q_financial-qna
i think you're not actually digital	q_covid-19-qna, q_financial-qna
somebody's enthusiastic today.	q_covid-19-qna, q_financial-qna
will you be silly	q_covid-19-qna, q_financial-qna
you're better looking	q_covid-19-qna, q_financial-qna
how stunning do you think i am	q_covid-19-qna, q_financial-qna
i'm just a cheerful girl	q_covid-19-qna, q_financial-qna
do you think i look good to you today	q_covid-19-qna, q_financial-qna
what sorts of things can you do	q_covid-19-qna, q_financial-qna
won't you be my best friend	q_covid-19-qna, q_financial-qna
good morrow	q_covid-19-qna, q_financial-qna
who produced you	q_covid-19-qna, q_financial-qna
you are not working for me anymore	q_covid-19-qna, q_financial-qna
i honestly missed you	q_covid-19-qna, q_financial-qna
mow the lawn	q_covid-19-qna, q_financial-qna
what is the most interesting bird	q_covid-19-qna, q_financial-qna
you are pretty bad	q_covid-19-qna, q_financial-qna
do i look cute today	q_covid-19-qna, q_financial-qna
are you a fan of hal	q_covid-19-qna, q_financial-qna
i am so angry	q_covid-19-qna, q_financial-qna
between you and me who looks more beautiful	q_covid-19-qna, q_financial-qna
do your answers ever change	q_covid-19-qna, q_financial-qna
do you ever walk	q_covid-19-qna, q_financial-qna
that's not something you should make fun of	q_covid-19-qna, q_financial-qna
is that what you meant to say	q_covid-19-qna, q_financial-qna
so what's up with you today	q_covid-19-qna, q_financial-qna
give me a good chuckle	q_covid-19-qna, q_financial-qna
you are bad at this	q_covid-19-qna, q_financial-qna
i was just messing around	q_covid-19-qna, q_financial-qna
so where are you from	q_covid-19-qna, q_financial-qna
it is a pleasure to meet you	q_covid-19-qna, q_financial-qna
is someone there to chat with me	q_covid-19-qna, q_financial-qna
are you free to listen with me	q_covid-19-qna, q_financial-qna
do you think i seem gorgeous to you today	q_covid-19-qna, q_financial-qna
let's shoot the breeze when i return	q_covid-19-qna, q_financial-qna
i want a different response	q_covid-19-qna, q_financial-qna
do you have an official name	q_covid-19-qna, q_financial-qna
i'm a cat person	q_covid-19-qna, q_financial-qna
where do you come from	q_covid-19-qna, q_financial-qna
you are so dumb	q_covid-19-qna, q_financial-qna
should i move out	q_covid-19-qna, q_financial-qna
you are not making any sense	q_covid-19-qna, q_financial-qna
how do you feel about ai	q_covid-19-qna, q_financial-qna
do you like bunnies	q_covid-19-qna, q_financial-qna
would you text him if you were me	q_covid-19-qna, q_financial-qna
who's your wife	q_covid-19-qna, q_financial-qna
that was not very funny	q_covid-19-qna, q_financial-qna
run diagnostic tests	q_covid-19-qna, q_financial-qna
why are you upset with me	q_covid-19-qna, q_financial-qna
which of us is cleverest	q_covid-19-qna, q_financial-qna
are you pretend	q_covid-19-qna, q_financial-qna
that's a very clever thing to say	q_covid-19-qna, q_financial-qna
i am so hungry	q_covid-19-qna, q_financial-qna
can you ask me why i'm here	q_covid-19-qna, q_financial-qna
you're not as good as bixby	q_covid-19-qna, q_financial-qna
i'm going to kill myself today	q_covid-19-qna, q_financial-qna
will you say a joke	q_covid-19-qna, q_financial-qna
why were we put on earth	q_covid-19-qna, q_financial-qna
